id,start_count,end_count,combined_count,name,lat,long
BK-H9,2885,2812,5697,Telegraph Ave at Ashby Ave,37.8559558,-122.2597949
BK-I5,1790,1909,3699,Woolsey St at Sacramento St,37.8505777,-122.2781754
BK-I6,1393,1434,2827,Harmon St at Adeline St,37.849735,-122.270582
EM-1,0,1,1,Emeryville Depot,37.830296182687,-122.2894299030304
EM-A1,843,809,1652,59th St at Horton St,37.8409452,-122.2913604
EM-A2,677,837,1514,Doyle St at 59th St,37.8419238,-122.2880451
EM-B0-2,367,442,809,2100 Powell St,37.83954308266563,-122.2987177222967
EM-B1,638,851,1489,Emeryville Public Market,37.84052116694969,-122.29352831840517
EM-B2,385,413,798,Stanford Ave at Hollis St,37.8384435,-122.2886647
EM-C1,954,1090,2044,65th St at Hollis St,37.8467842,-122.2913761
EM-C1-2,455,559,1014,Bay Street Plaza,37.834574108061645,-122.29206176011056
EM-C2,297,378,675,53rd St at Hollis St,37.8361823,-122.2871801
EM-C3,815,948,1763,47th St at San Pablo Ave,37.8356703,-122.2811258
EM-D2,883,1000,1883,Horton St at 40th St,37.8297046,-122.2876102
EM-D3,354,530,884,Emeryville Town Hall,37.8312752,-122.2856333
EM-D4,893,1005,1898,Adeline St at 40th St,37.8312769,-122.2782669
OK-A2,1202,1120,2322,Telegraph Ave at Alcatraz Ave,37.85022187449679,-122.26017236709596
OK-A4,1450,1275,2725,62nd St at Claremont Ave,37.8494355,-122.2525406
OK-B1,989,925,1914,Alcatraz Ave at Shattuck Ave,37.849594967776646,-122.26556897163393
OK-B2,641,660,1301,Bushrod Park,37.8465156,-122.2653043
OK-B3,634,629,1263,Telegraph Ave at 58th St,37.8444927,-122.261351
OK-B4,4889,4559,9448,Rockridge BART Station,37.84427875399067,-122.251900434494
OK-B5,864,649,1513,College Ave at Taft Ave,37.8417999,-122.2515349
OK-C2,1238,1178,2416,Dover St at 57th St,37.8426295,-122.267738
OK-C3,435,459,894,55th St at Telegraph Ave,37.8401858,-122.2618225
OK-C4,1257,1277,2534,Miles Ave at Cavour St,37.8388,-122.258732
OK-C5,829,731,1560,College Ave at Bryant Ave,37.8381269,-122.2512714
OK-D2,1567,1564,3131,Genoa St at 55th St,37.8396488,-122.2717561
OK-D3-1,813,749,1562,Shattuck Ave at 55th St,37.8403643,-122.2644881
OK-D3-2,281,292,573,52nd St at MLK Jr Way,37.837369,-122.267656
OK-D4,3596,3480,7076,Telegraph Ave at 49th St,37.83575,-122.262654
OK-D5,1285,989,2274,Broadway at Coronado Ave,37.8357883,-122.2516207
OK-E3,486,457,943,45th St at MLK Jr Way,37.8335577,-122.2674183
OK-E4,2254,2138,4392,Shattuck Ave at Telegraph Ave,37.83353887161604,-122.263693665756
OK-E5,1153,1140,2293,45th St at Manila,37.8332935222321,-122.25622415542604
OK-F2-2,975,960,1935,Market St at 45th St,37.834174,-122.272968
OK-F3,766,786,1552,West St at 40th St,37.8302232,-122.2709501
OK-F4,8068,8294,16362,MacArthur BART Station,37.8285951,-122.2663493
OK-F5,2097,2048,4145,Broadway at 40th St,37.8277573,-122.2567156
OK-F6,3159,3111,6270,40th St at Piedmont Ave,37.825785004382006,-122.25346968515623
OK-G2,610,646,1256,Market St at 40th St,37.8305452,-122.2739367
OK-G3,698,649,1347,37th St at West St,37.82669558640968,-122.27179706096648
OK-G4,627,597,1224,MacArthur Blvd at Telegraph Ave,37.8262863,-122.2651002
OK-G5,1229,1218,2447,Mosswood Park,37.82489252995112,-122.26043654610294
OK-H2,1309,1301,2610,32nd St at Adeline St,37.8238474,-122.2811926
OK-H2-2,241,317,558,Brockhurst St at San Pablo Ave,37.82352279021405,-122.27718830108644
OK-H3-2,620,632,1252,West St at Brockhurst St,37.82268385945021,-122.27292420364392
OK-H4-3,805,727,1532,34th St at Telegraph Ave,37.82246767714513,-122.26597130298616
OK-H5,3163,3060,6223,Broadway at 30th St,37.8193814,-122.2619284
OK-H9-1,2354,2539,4893,Grand Ave at Santa Clara Ave,37.8127441,-122.2472152
OK-H9-2,1541,1608,3149,Lakeshore Ave at Trestle Glen Rd,37.8110807,-122.2432677
OK-I3,406,403,809,San Pablo Ave at 27th St,37.8178269,-122.2756976
OK-I4,485,467,952,27th St at MLK Jr Way,37.8170154,-122.2717615
OK-I5,1981,1963,3944,Telegraph Ave at 27th St,37.816073115011406,-122.26788640022278
OK-I6,4315,4342,8657,Bay Pl at Vernon St,37.81225021872637,-122.2607185732995
OK-I8,3781,3818,7599,Grand Ave at Perkins St,37.80889393398715,-122.25646018981932
OK-I9,4185,4490,8675,El Embarcadero at Grand Ave,37.808715,-122.2492512
OK-J3,522,540,1062,24th St at Market St,37.8160598,-122.2782444
OK-J4,461,422,883,Isabella St at San Pablo Ave,37.81498823042416,-122.2748440504074
OK-J5,1894,2023,3917,23rd St at Telegraph Ave,37.81258108581741,-122.2685730457306
OK-J6-1,4246,4307,8553,Grand Ave at Webster St,37.8113768,-122.2651925
OK-J6-2,1690,1680,3370,Snow Park,37.80781318217903,-122.26449608802795
OK-K1,1520,1544,3064,Raimondi Park,37.81493053721438,-122.292953407218
OK-K10,1696,1730,3426,21st St at 5th Ave,37.800459411713945,-122.24745869636536
OK-K17,136,121,257,Foothill Blvd at Harrington Ave,37.77993,-122.2177284
OK-K2,1263,1310,2573,DeFremery Park,37.8123315,-122.2851712
OK-K3,696,661,1357,Marston Campbell Park,37.8098236,-122.2801923
OK-K4,332,351,683,San Pablo Ave at MLK Jr Way,37.8113514,-122.2734217
OK-K5-1,2666,2722,5388,Telegraph Ave at 19th St,37.8087021,-122.2699271
OK-K5-2,5875,5948,11823,19th Street BART Station,37.80936861213485,-122.26795077323914
OK-K6,1550,1625,3175,Webster St at 19th St,37.80696976095594,-122.26658821105956
OK-K7,2629,2550,5179,Madison St at 17th St,37.8040367840236,-122.26240932941435
OK-K9,3521,3681,7202,2nd Ave at E 18th St,37.8002135669698,-122.25381016731262
OK-L1,1363,1326,2689,14th St at Mandela Pkwy,37.8107432,-122.2914153
OK-L10,291,303,594,6th Ave at E 12th St (Temporary Location),37.794396,-122.253842
OK-L11,280,300,580,10th Ave at E 15th St,37.7927143,-122.2487796
OK-L12,254,255,509,San Antonio Park,37.79013985185364,-122.24237322807312
OK-L14,375,372,747,23rd Ave at Foothill Blvd,37.7851915,-122.2343822
OK-L16,104,134,238,Foothill Blvd at Fruitvale Ave,37.7837569,-122.2226033
OK-L19,143,119,262,Bond St at High St,37.77415256430236,-122.21239820122716
OK-L3,395,452,847,14th St at Filbert St,37.80874983465997,-122.28328227996823
OK-L4,919,956,1875,MLK Jr Way at 14th St,37.8061628,-122.2760402
OK-L5,3690,3675,7365,Frank H Ogawa Plaza,37.8045623549303,-122.27173805236816
OK-L6,1427,1361,2788,13th St at Franklin St,37.80303013575619,-122.27049618959428
OK-L6-2,803,737,1540,13th St at Webster St,37.802688402040665,-122.26914636790752
OK-L7,571,574,1145,Jackson St at 11th St,37.80000163118878,-122.26643800735472
OK-L7-2,2308,2222,4530,Lakeside Dr at 14th St,37.8013189,-122.2626418
OK-L8,1035,1057,2092,10th St at Fallon St,37.7976728,-122.2629973
OK-L9,783,740,1523,4th Ave at E 12th St (Temporary Location),37.795913,-122.255547
OK-M14,146,153,299,26th Ave at International Blvd,37.781123,-122.2329915
OK-M16,131,112,243,Farnam St at Fruitvale Ave,37.778058,-122.2254
OK-M2,91,85,176,Union St at 10th St,37.8072393,-122.2893702
OK-M3,353,351,704,10th St at Chestnut St,37.8063553,-122.2860187
OK-M5,1292,1392,2684,Washington St at 8th St,37.8007544,-122.2748943
OK-M6,1903,1872,3775,Franklin St at 9th St,37.8005161,-122.2720799
OK-M7,4170,3729,7899,Lake Merritt BART Station,37.7973195,-122.2653199
OK-N1,4986,4923,9909,West Oakland BART Station,37.8051895,-122.29461686454056
OK-N17,459,448,907,Fruitvale BART Station,37.7752321,-122.2244982
OK-N5,1480,1702,3182,Jack London Square,37.796248,-122.279352
OK-N6,2454,2727,5181,Webster St at 2nd St,37.795194764385954,-122.27396965026855
SJ-M7-1,1,0,1,San Jose Diridon Station,37.329732,-121.901782
